CPU/Percentage,Mem/MB
1.7,2.870480346679688
6.5,2.8706825256347663
0.8,2.8711669921875007
2.6999999999999997,2.87113265991211
2.6999999999999997,2.8723075866699226
2.1999999999999997,2.872193145751954
3.1999999999999997,2.8720138549804695
0.8,2.870053100585938
5.2,2.8676918029785163
3.5999999999999996,2.8712089538574226
8.700000000000001,2.870503234863282
6.8999999999999995,2.8667114257812507
6.0,2.8739974975585945
2.3,2.8739974975585945
0.8,2.8629577636718757
1.2,2.8626754760742195
10.5,2.8622901916503913
31.8,2.8854835510253913
6.6,2.8853500366210945
1.8,2.8882492065429695
0.8,2.8918884277343757
19.0,2.900051879882813
36.599999999999994,2.90787582397461
40.5,2.955506134033204
44.699999999999996,2.9495666503906257
20.900000000000002,2.8973434448242195
39.0,2.9332015991210945
49.599999999999994,2.9327629089355476
10.4,2.932919311523438
10.5,2.9328544616699226
10.4,2.9435661315917976
8.4,2.9433334350585945
15.200000000000001,3.031369018554688
8.600000000000001,3.03141098022461
45.8,3.0322616577148445
64.89999999999999,3.042267608642579
70.6,3.0449684143066413
82.7,3.0622985839843757
86.89999999999999,3.0641525268554695
78.2,3.0120056152343757
57.8,3.040070343017579
48.8,3.036892700195313
55.599999999999994,3.038319396972657
57.5,3.011982727050782
41.9,3.022213745117188
39.199999999999996,3.032498168945313
61.8,3.0349548339843757
37.099999999999994,3.03647689819336
29.5,3.03598861694336
28.8,3.041085052490235
32.8,3.036976623535157
35.9,3.0373466491699226
15.0,3.03727035522461
11.0,3.034394073486329
11.8,3.034210968017579
7.6,3.036892700195313
7.999999999999999,3.036648559570313
7.8,3.0366447448730476
11.8,3.036255645751954
9.700000000000001,3.0361068725585945
13.3,3.035950469970704
10.9,3.0390441894531257
10.3,3.039063262939454
15.100000000000001,3.038330841064454
12.5,3.038105773925782
22.400000000000002,2.9827735900878913
42.099999999999994,3.02207260131836
32.0,3.021565246582032
67.7,3.0332458496093757
60.9,3.0469902038574226
34.199999999999996,3.044953155517579
37.099999999999994,3.044808197021485
51.199999999999996,3.0643127441406257
35.199999999999996,3.061459350585938
17.0,3.060494232177735
18.1,3.061886596679688
25.5,3.0954025268554695
74.8,3.100796508789063
85.39999999999999,3.110688018798829
74.8,3.1610038757324226
77.2,3.163937377929688
68.1,3.176686096191407
72.7,3.1738327026367195
63.199999999999996,3.177296447753907
67.7,3.174446868896485
70.8,3.169281768798829
59.4,3.172322082519532
58.699999999999996,3.177094268798829
62.0,3.176380920410157
64.2,3.1792037963867195
62.3,3.163082885742188
63.699999999999996,3.176625061035157
58.0,3.1789901733398445
50.8,3.169880676269532
33.3,3.170166778564454
22.900000000000002,3.1681335449218757
45.0,3.172730255126954
18.3,3.165413665771485
7.0,3.1653678894042976
14.600000000000001,3.165699768066407
10.5,3.170437622070313
13.9,3.1721237182617195
16.6,3.160671997070313
6.3999999999999995,3.160580444335938
