CPU/Percentage,Mem/MB
4.7,3.0659034729003913
7.8,3.06675033569336
6.7,3.06675033569336
11.5,3.07010726928711
13.8,3.075642395019532
16.900000000000002,3.0738265991210945
18.8,3.07181625366211
16.6,3.0718925476074226
11.4,3.071663665771485
16.5,3.0714958190917976
15.600000000000001,3.0752304077148445
14.700000000000001,3.074360656738282
19.900000000000002,3.0769508361816413
18.7,3.079670715332032
26.900000000000002,3.08030014038086
19.900000000000002,3.09030990600586
13.200000000000001,3.090546417236329
23.1,3.09055404663086
32.8,3.1050460815429695
24.7,3.1069801330566413
33.0,3.1179626464843757
31.8,3.1170166015625007
18.1,3.1159484863281257
14.600000000000001,3.115650939941407
9.700000000000001,3.119141387939454
13.5,3.121243286132813
12.100000000000001,3.1215942382812507
10.5,3.12113265991211
6.8999999999999995,3.121113586425782
9.4,3.121113586425782
6.3,3.1217887878417976
10.5,3.1217163085937507
7.2,3.121762084960938
11.8,3.118885803222657
13.5,3.1267555236816413
14.100000000000001,3.1282775878906257
17.7,3.129486846923829
9.8,3.123932647705079
13.3,3.1283691406250007
16.2,3.1283081054687507
13.700000000000001,3.13144760131836
14.9,3.131886291503907
16.900000000000002,3.134083557128907
14.5,3.115509796142579
18.0,3.12516098022461
8.700000000000001,3.1228454589843757
16.6,3.1250045776367195
8.8,3.120419311523438
5.1,3.120362091064454
10.4,3.120819854736329
8.3,3.1207321166992195
13.4,3.120735931396485
7.5,3.120606231689454
7.8,3.12058334350586
6.5,3.119412231445313
7.5,3.1194007873535163
8.200000000000001,3.1191452026367195
13.100000000000001,3.1186988830566413
5.1,3.118683624267579
6.5,3.118683624267579
8.4,3.1191261291503913
5.2,3.1181152343750007
11.0,3.117939758300782
6.2,3.1178825378417976
6.8,3.1176612854003913
7.1,3.1180274963378913
7.6,3.11783676147461
10.600000000000001,3.117695617675782
9.600000000000001,3.018757629394532
6.6,3.018757629394532
5.6,3.0235641479492195
6.3,3.0233085632324226
9.100000000000001,3.023163604736329
6.7,3.023163604736329
7.3,3.022400665283204
5.7,3.02249984741211
9.0,3.02213363647461
9.200000000000001,3.0383117675781257
11.8,3.038216400146485
6.5,3.038216400146485
7.6,3.042439270019532
8.9,3.04135971069336
8.100000000000001,3.04135971069336
9.3,3.0401428222656257
7.5,3.0401351928710945
7.1,3.0414588928222663
8.700000000000001,3.0412033081054695
5.6,3.041188049316407
11.100000000000001,3.041683959960938
9.0,3.049984741210938
5.1,3.0543869018554695
8.9,3.0589950561523445
7.999999999999999,3.0590255737304695
7.2,3.058949279785157
6.8,3.058949279785157
7.5,3.059090423583985
6.1,3.058834838867188
6.6,3.058834838867188
9.8,3.0587890625000007
6.1,3.058712768554688
6.3999999999999995,3.056568908691407
10.3,3.056038665771485
8.5,3.055237579345704
8.200000000000001,3.0551078796386726
11.0,3.0550582885742195
5.8,3.057637023925782
8.200000000000001,3.0574081420898445
5.2,3.057362365722657
5.5,3.0561378479003913
10.0,3.056050109863282
6.2,3.0560234069824226
7.3,3.0559013366699226
7.0,3.055783081054688
6.6,3.055783081054688
11.100000000000001,3.0555885314941413
6.0,3.0548942565917976
7.2,3.0548942565917976
8.3,3.054623413085938
9.0,3.054623413085938
8.8,3.0544860839843757
7.6,3.054531860351563
5.6,3.054531860351563
10.9,3.053498077392579
8.3,3.053864288330079
13.200000000000001,3.056111145019532
11.600000000000001,3.0610282897949226
10.3,3.0676811218261726
14.100000000000001,3.0718429565429695
5.6,3.071907806396485
6.5,3.0711906433105476
7.3999999999999995,3.0726669311523445
7.5,3.0726669311523445
8.3,3.0732238769531257
7.8999999999999995,3.075558471679688
6.8,3.0777442932128913
7.2,3.0779960632324226
5.7,3.077217864990235
6.7,3.0772445678710945
6.8999999999999995,3.0772216796875007
8.600000000000001,3.0776184082031257
11.700000000000001,3.0788009643554695
7.1,3.078865814208985
6.5,3.0792091369628913
7.8999999999999995,3.0792091369628913
8.3,3.0792663574218757
9.9,3.079048919677735
6.7,3.0791786193847663
4.3,3.0791786193847663
5.6,3.0795944213867195
7.3,3.0795753479003913
5.5,3.0807044982910163
9.4,3.0813415527343757
5.7,3.0810363769531257
3.8,3.0809982299804695
5.7,3.080624389648438
6.0,3.081051635742188
8.3,3.0807922363281257
5.8,3.0804870605468757
4.1,3.0804489135742195
6.8,3.0803993225097663
5.1,3.080769348144532
8.5,3.0806129455566413
4.6,3.0802238464355476
6.3,3.080208587646485
6.5,3.080330657958985
4.3,3.080647277832032
7.999999999999999,3.079232025146485
9.0,3.079041290283204
6.0,3.079041290283204
6.1,3.079041290283204
6.3,3.08023910522461
5.5,3.0801933288574226
7.3999999999999995,3.079884338378907
4.6,3.079884338378907
6.5,3.079884338378907
5.6,3.080017852783204
4.8,3.079953002929688
8.3,3.079438018798829
6.8999999999999995,3.079376983642579
6.5,3.079376983642579
4.7,3.079621124267579
7.6,3.079621124267579
8.200000000000001,3.079312133789063
6.1,3.07926254272461
6.7,3.07926254272461
17.5,3.079556274414063
14.3,3.0800598144531257
7.3999999999999995,3.079953002929688
6.6,3.079762268066407
5.1,3.079762268066407
4.1,3.081696319580079
3.6999999999999997,3.0816390991210945
11.200000000000001,3.081452178955079
6.7,3.081257629394532
15.700000000000001,3.0833480834960945
4.1,3.082485961914063
3.6999999999999997,3.0824745178222663
6.8,3.0856254577636726
14.4,3.0854232788085945
8.9,3.0881088256835945
5.3999999999999995,3.088703918457032
18.5,3.0908935546875007
10.600000000000001,3.094368743896485
